,CATEGORY,START,STOP,MILES,PURPOSE,DRIVER_RATING,FARE_AMOUNT,PASSENGER_COUNT,PAYMENT_METHOD,CAR_TYPE,TRIP_TYPE,TRIP_DATE,YEAR,MONTH_NAME,DAY_OF_WEEK_NAME,DAY_OF_MONTH
786,Personal,West Monica,West Monica,23.34,Commute,4.3,13.45,1,Cash,Economy,Round-Trip,2023-03-31,2023,March,Friday,31
787,Personal,East Sarahton,East Sarahton,19.59,Errand/Supplies,4.1,5.56,1,Uber Credit,Premium,Round-Trip,2022-01-24,2022,January,Monday,24
788,Personal,North Daniel,North Daniel,14.3,Meal/Entertain,4.7,18.16,4,Uber Credit,Premium,Round-Trip,2020-07-05,2020,July,Sunday,5
789,Personal,West Jesushaven,West Jesushaven,-1.61,Meal/Entertain,5.2,27.72,1,Card,Economy,Round-Trip,2025-02-17,2025,February,Monday,17
790,Business,South Heatherland,Port Conniestad,19.3,Meal/Entertain,3.6,33.93,2,Cash,SUV,One-Way,2020-06-19,2020,June,Friday,19
791,Personal,Williamsside,Williamsside,17.08,Customer Visit,4.6,16.64,4,Uber Credit,Economy,Round-Trip,2021-06-16,2021,June,Wednesday,16
792,Business,West Rebecca,West Rebecca,17.72,Errand/Supplies,4.4,18.81,4,Uber Credit,Economy,Round-Trip,2021-07-27,2021,July,Tuesday,27
793,Personal,New Brandy,New Corey,2.23,Meal/Entertain,4.8,11.1,3,Cash,Premium,One-Way,2020-05-09,2020,May,Saturday,9
794,Business,Lake Sherry,Lake Sherry,4.19,Commute,4.6,24.53,1,Uber Credit,Premium,Round-Trip,2021-12-23,2021,December,Thursday,23
795,Business,Port Ruben,Port Ruben,25.53,Commute,4.1,12.27,1,Uber Credit,SUV,Round-Trip,2021-09-24,2021,September,Friday,24
796,Business,Holderview,Holderview,14.6,UNKOWN,4.3,33.6,2,Uber Credit,Premium,Round-Trip,2020-05-19,2020,May,Tuesday,19
797,Personal,Cynthiaport,Brocktown,21.82,Meal/Entertain,4.1,1.79,3,Uber Credit,Economy,One-Way,2021-07-10,2021,July,Saturday,10
798,Personal,Mitchellview,Mitchellview,15.28,Errand/Supplies,5.0,19.61,3,Card,Premium,Round-Trip,2020-12-09,2020,December,Wednesday,9
799,Personal,Port Garyfort,Port Garyfort,15.3,Customer Visit,4.5,29.52,4,Card,Premium,Round-Trip,2024-07-17,2024,July,Wednesday,17
800,Personal,Lake Benjamin,Lake Benjamin,24.38,Meeting,5.5,27.76,4,Card,Premium,Round-Trip,2025-03-14,2025,March,Friday,14
802,Personal,New Christopher,UNKOWN,15.96,Customer Visit,4.1,30.25,2,Cash,SUV,Unknown,2023-09-19,2023,September,Tuesday,19
803,Personal,Ericmouth,Ericmouth,10.38,Errand/Supplies,3.7,9.94,2,Cash,Premium,Round-Trip,2025-03-24,2025,March,Monday,24
804,Personal,Mooreside,Mooreside,10.66,Errand/Supplies,3.6,23.57,4,Card,Economy,Round-Trip,2021-02-25,2021,February,Thursday,25
805,Business,Lindafort,Lindafort,11.91,Meeting,3.7,1.64,3,Cash,Premium,Round-Trip,2022-11-16,2022,November,Wednesday,16
806,Personal,Frenchbury,Frenchbury,17.22,Meeting,4.6,23.79,2,Uber Credit,SUV,Round-Trip,2020-08-19,2020,August,Wednesday,19
807,Personal,Jacquelinefurt,Jacquelinefurt,10.21,Meal/Entertain,4.8,12.5,3,Uber Credit,SUV,Round-Trip,2024-11-27,2024,November,Wednesday,27
808,Personal,South Bethany,South Bethany,27.56,Customer Visit,3.7,38.73,3,Uber Credit,SUV,Round-Trip,2022-10-02,2022,October,Sunday,2
809,Personal,South Jacqueline,South Jacqueline,6.05,Commute,4.9,16.76,1,Uber Credit,Economy,Round-Trip,2023-10-31,2023,October,Tuesday,31
810,Personal,East Evelyn,East Evelyn,13.13,Customer Visit,4.3,23.25,4,Uber Credit,Economy,Round-Trip,2020-10-09,2020,October,Friday,9
811,Personal,New Williamport,New Williamport,10.6,Errand/Supplies,4.6,15.47,1,Uber Credit,Premium,Round-Trip,2024-03-07,2024,March,Thursday,7
812,Personal,Anthonychester,Anthonychester,29.47,UNKOWN,5.3,51.08,4,Uber Credit,Economy,Round-Trip,2022-04-07,2022,April,Thursday,7
813,Business,Knappberg,Knappberg,16.97,Meal/Entertain,4.9,20.18,4,Cash,Economy,Round-Trip,2024-05-20,2024,May,Monday,20
814,Business,Port Christopher,Port Christopher,25.32,Commute,4.4,52.49,3,Card,Premium,Round-Trip,2024-12-27,2024,December,Friday,27
815,Personal,West Philip,UNKOWN,0.14,Meal/Entertain,4.1,37.21,4,Card,Economy,Unknown,2025-02-24,2025,February,Monday,24
816,Business,Andrewsborough,Port Crystalchester,17.67,Errand/Supplies,3.4,32.23,3,Card,Premium,One-Way,2020-12-14,2020,December,Monday,14
817,Personal,Toddfort,Toddfort,23.9,Errand/Supplies,4.1,30.53,3,Card,Premium,Round-Trip,2021-03-29,2021,March,Monday,29
818,Business,Shannonfort,Shannonfort,15.82,Customer Visit,4.4,30.91,4,Uber Credit,Economy,Round-Trip,2022-11-06,2022,November,Sunday,6
819,Personal,East John,East John,25.65,Commute,4.0,3.92,3,Uber Credit,Economy,Round-Trip,2024-12-26,2024,December,Thursday,26
820,Personal,North Timothy,North Timothy,9.83,Customer Visit,4.4,20.82,3,Uber Credit,Premium,Round-Trip,2025-02-13,2025,February,Thursday,13
821,Personal,Calhounfurt,Calhounfurt,29.09,Customer Visit,4.5,37.68,3,Uber Credit,Economy,Round-Trip,2020-02-15,2020,February,Saturday,15
822,Personal,Catherineton,Catherineton,37.99,Meal/Entertain,4.4,24.27,2,Cash,Premium,Round-Trip,2024-10-23,2024,October,Wednesday,23
823,Business,Port Michael,North Monica,11.37,Customer Visit,4.2,3.92,3,Card,Economy,One-Way,2021-04-30,2021,April,Friday,30
824,Personal,Shaffermouth,Shaffermouth,10.54,Meeting,4.6,24.21,2,Cash,SUV,Round-Trip,2020-11-27,2020,November,Friday,27
825,Business,Harrismouth,Port Ericashire,29.53,Meeting,4.7,50.56,2,Card,Economy,One-Way,2022-11-10,2022,November,Thursday,10
826,Business,Andreaville,UNKOWN,30.8,Customer Visit,4.0,43.7,3,Cash,SUV,Unknown,2024-11-14,2024,November,Thursday,14
827,Personal,East Theresashire,East Theresashire,9.77,Commute,5.2,24.07,3,Card,Economy,Round-Trip,2021-04-09,2021,April,Friday,9
828,Business,New Vanessa,Danielleville,10.8,Customer Visit,4.5,39.27,2,Card,Premium,One-Way,2021-05-30,2021,May,Sunday,30
829,Personal,Earlfort,Earlfort,12.18,Errand/Supplies,4.5,19.5,2,Cash,SUV,Round-Trip,2025-03-31,2025,March,Monday,31
830,Business,Jasminebury,Hopkinsview,1.56,Errand/Supplies,4.9,0.56,3,Cash,SUV,One-Way,2024-01-01,2024,January,Monday,1
831,Personal,Johnsonberg,Deborahville,5.81,Commute,4.6,11.13,3,Uber Credit,Premium,One-Way,2021-12-19,2021,December,Sunday,19
833,Business,Port Kelsey,Anthonyland,7.32,Meeting,4.6,20.89,2,Card,Economy,One-Way,2023-02-21,2023,February,Tuesday,21
834,Personal,Kevinfurt,Kevinfurt,14.65,UNKOWN,4.2,21.35,2,Card,Premium,Round-Trip,2020-04-18,2020,April,Saturday,18
835,Business,Meganside,Katieborough,17.34,Meal/Entertain,4.7,20.5,4,Card,SUV,One-Way,2021-04-02,2021,April,Friday,2
836,Business,Grayport,Rayville,30.51,Customer Visit,3.9,53.56,2,Card,Economy,One-Way,2020-02-23,2020,February,Sunday,23
837,Personal,Port Christopherbury,Johnbury,5.02,Commute,4.6,49.39,1,Cash,SUV,One-Way,2022-09-26,2022,September,Monday,26
839,Personal,Garciaborough,Garciaborough,12.86,Meal/Entertain,4.4,22.61,4,Card,Economy,Round-Trip,2020-03-27,2020,March,Friday,27
840,Personal,New Adam,Travisfort,14.51,Commute,4.4,29.43,1,Card,Economy,One-Way,2024-04-21,2024,April,Sunday,21
841,Business,Jacquelineland,Jacquelineland,21.75,Meeting,3.6,2.25,3,Card,Economy,Round-Trip,2020-12-10,2020,December,Thursday,10
842,Personal,Fostershire,Fostershire,3.77,Meeting,4.2,47.15,4,Cash,Premium,Round-Trip,2024-09-14,2024,September,Saturday,14
843,Personal,Maryport,North Roberttown,18.82,Customer Visit,4.5,7.48,4,Card,Economy,One-Way,2024-02-17,2024,February,Saturday,17
844,Personal,South David,South David,16.66,Errand/Supplies,4.6,28.25,3,Uber Credit,Economy,Round-Trip,2020-09-19,2020,September,Saturday,19
845,Personal,Davismouth,Davismouth,19.92,Meal/Entertain,4.0,8.54,4,Uber Credit,Premium,Round-Trip,2022-06-27,2022,June,Monday,27
846,Business,Lake Caleb,Hickston,17.89,Meal/Entertain,5.1,16.17,2,Card,SUV,One-Way,2022-03-15,2022,March,Tuesday,15
847,Business,Hickston,Hickston,39.55,Customer Visit,4.1,12.44,3,Card,SUV,Round-Trip,2020-03-09,2020,March,Monday,9
848,Business,East Jacob,East Jacob,8.62,UNKOWN,5.0,15.88,4,Cash,SUV,Round-Trip,2023-09-27,2023,September,Wednesday,27
849,Personal,East Juan,North Crystalside,9.69,Meeting,4.7,16.91,3,Card,SUV,One-Way,2021-11-08,2021,November,Monday,8
851,Business,Torresside,Heatherchester,9.45,UNKOWN,5.4,37.5,3,Uber Credit,Premium,One-Way,2022-05-10,2022,May,Tuesday,10
852,Personal,East Kennethtown,East Kennethtown,8.63,Commute,3.9,8.43,1,Cash,SUV,Round-Trip,2020-11-27,2020,November,Friday,27
853,Business,West Brett,West Brett,26.89,Commute,5.0,28.31,4,Cash,Premium,Round-Trip,2024-03-07,2024,March,Thursday,7
854,Business,Kevinhaven,Kevinhaven,29.21,Errand/Supplies,5.0,43.27,1,Card,Premium,Round-Trip,2024-02-22,2024,February,Thursday,22
855,Personal,Lake Courtneyside,Lake Courtneyside,9.29,UNKOWN,4.2,17.3,4,Uber Credit,Economy,Round-Trip,2022-05-14,2022,May,Saturday,14
856,Business,Joyhaven,Joyhaven,6.68,Commute,5.2,14.23,2,Cash,Economy,Round-Trip,2023-08-30,2023,August,Wednesday,30
857,Personal,North Evan,North Evan,19.71,Meal/Entertain,4.4,21.54,2,Uber Credit,Economy,Round-Trip,2022-06-05,2022,June,Sunday,5
858,Business,Port Charles,Port Charles,9.48,Meeting,4.6,42.7,2,Cash,Premium,Round-Trip,2023-10-20,2023,October,Friday,20
859,Business,North Johnchester,North Johnchester,21.33,Customer Visit,4.6,27.91,4,Uber Credit,SUV,Round-Trip,2022-01-09,2022,January,Sunday,9
860,Personal,East Jacquelinechester,East Jacquelinechester,17.03,Commute,4.4,17.03,3,Cash,SUV,Round-Trip,2021-01-26,2021,January,Tuesday,26
861,Business,North Danielport,North Danielport,-0.16,Customer Visit,4.9,32.26,3,Uber Credit,Premium,Round-Trip,2020-12-25,2020,December,Friday,25
862,Personal,New Stanleyberg,New Stanleyberg,30.48,Commute,4.9,8.47,1,Cash,Economy,Round-Trip,2022-09-11,2022,September,Sunday,11
863,Personal,Lake Marcusville,Suzannebury,32.96,Meal/Entertain,3.6,35.22,1,Uber Credit,Economy,One-Way,2023-06-12,2023,June,Monday,12
864,Personal,Edwardmouth,Edwardmouth,8.87,Commute,5.2,31.13,2,Cash,Premium,Round-Trip,2021-05-10,2021,May,Monday,10
865,Personal,Tracytown,Hillberg,11.12,Commute,3.7,203.8,1,Card,Economy,One-Way,2021-05-01,2021,May,Saturday,1
866,Business,Carpentermouth,Carpentermouth,17.86,Meeting,5.0,12.42,4,Uber Credit,Premium,Round-Trip,2023-07-06,2023,July,Thursday,6
867,Business,Davidberg,Davidberg,18.34,Errand/Supplies,5.1,11.7,4,Card,Economy,Round-Trip,2022-11-11,2022,November,Friday,11
868,Personal,Willisview,Willisview,21.59,Meeting,4.0,33.02,1,Card,Premium,Round-Trip,2025-01-25,2025,January,Saturday,25
869,Business,Mitchellburgh,Mooreside,35.1,Customer Visit,4.3,43.43,1,Cash,SUV,One-Way,2020-01-20,2020,January,Monday,20
870,Business,New Austinmouth,New Austinmouth,132.3,Meal/Entertain,3.9,15.44,1,Card,SUV,Round-Trip,2024-08-14,2024,August,Wednesday,14
871,Business,Leonberg,Leonberg,70.19999999999999,Meal/Entertain,4.4,31.88,1,Uber Credit,SUV,Round-Trip,2020-02-24,2020,February,Monday,24
872,Business,Saratown,Saratown,1.21,Commute,4.3,6.31,2,Cash,Premium,Round-Trip,2024-02-25,2024,February,Sunday,25
873,Personal,East Jonathanberg,East Jonathanberg,7.69,Meal/Entertain,4.9,16.23,2,Cash,Economy,Round-Trip,2020-09-13,2020,September,Sunday,13
874,Business,Port Cindy,Port Cindy,14.67,UNKOWN,5.2,24.53,1,Uber Credit,Economy,Round-Trip,2020-06-06,2020,June,Saturday,6
875,Personal,Lake Kimberlyview,Lake Kimberlyview,32.95,Errand/Supplies,5.2,11.35,4,Uber Credit,Economy,Round-Trip,2022-07-16,2022,July,Saturday,16
877,Business,West Nicholasfort,Deannaview,17.24,Commute,4.4,14.98,4,Card,Economy,One-Way,2021-09-07,2021,September,Tuesday,7
878,Personal,New Roy,New Roy,14.84,Customer Visit,3.7,29.38,3,Cash,SUV,Round-Trip,2020-10-22,2020,October,Thursday,22
879,Personal,Johnsonberg,UNKOWN,26.88,Commute,4.1,22.19,4,Uber Credit,Premium,Unknown,2024-02-02,2024,February,Friday,2
880,Personal,East Christopher,East Christopher,40.27,Meeting,5.0,8.57,1,Uber Credit,Economy,Round-Trip,2022-11-03,2022,November,Thursday,3
881,Personal,Theresaborough,Theresaborough,96.9,Meeting,5.3,6.81,3,Cash,Premium,Round-Trip,2022-11-02,2022,November,Wednesday,2
882,Business,Waltersstad,Waltersstad,10.11,Meeting,3.9,15.9,2,Card,Economy,Round-Trip,2023-10-13,2023,October,Friday,13
883,Personal,Lake Sherry,Lake Sherry,25.44,Errand/Supplies,4.2,31.87,2,Uber Credit,Premium,Round-Trip,2024-07-07,2024,July,Sunday,7
884,Personal,Douglasberg,Douglasberg,21.82,Meal/Entertain,4.5,16.21,3,Card,Premium,Round-Trip,2022-06-28,2022,June,Tuesday,28
885,Business,Seanmouth,Seanmouth,33.47,Customer Visit,4.6,17.5,4,Card,Premium,Round-Trip,2023-12-09,2023,December,Saturday,9
886,Business,Lake Peter,Lake Peter,20.84,Commute,4.1,17.11,2,Cash,Premium,Round-Trip,2021-04-15,2021,April,Thursday,15
887,Personal,Jacobview,UNKOWN,11.41,Customer Visit,4.7,45.83,1,Uber Credit,SUV,Unknown,2022-09-02,2022,September,Friday,2
888,Personal,Montoyatown,Teresaville,20.91,Errand/Supplies,4.3,19.22,3,Cash,Premium,One-Way,2021-05-02,2021,May,Sunday,2
889,Personal,West Kevinside,Greenburgh,26.09,Commute,4.5,30.74,1,Cash,Economy,One-Way,2021-03-28,2021,March,Sunday,28
890,Personal,South Cynthiaside,South Cynthiaside,23.2,Commute,4.8,27.12,3,Card,SUV,Round-Trip,2023-05-20,2023,May,Saturday,20
891,Personal,Kathyburgh,Kathyburgh,20.07,Errand/Supplies,4.5,6.96,2,Uber Credit,SUV,Round-Trip,2020-12-04,2020,December,Friday,4
892,Personal,Stephenville,Stephenville,25.67,Meal/Entertain,4.3,36.52,4,Cash,Premium,Round-Trip,2022-01-01,2022,January,Saturday,1
893,Personal,West John,West John,26.69,Commute,4.4,28.23,3,Uber Credit,Economy,Round-Trip,2023-05-29,2023,May,Monday,29
894,Business,Carrolltown,Carrolltown,28.82,Meal/Entertain,4.5,32.62,3,Cash,Premium,Round-Trip,2023-04-05,2023,April,Wednesday,5
895,Personal,Rebeccabury,Rebeccabury,21.49,Errand/Supplies,4.3,83.89,1,Uber Credit,Premium,Round-Trip,2023-10-05,2023,October,Thursday,5
896,Personal,East Clifford,Timothymouth,13.33,Customer Visit,4.4,6.26,2,Cash,Premium,One-Way,2023-08-02,2023,August,Wednesday,2
897,Business,North Williamside,Vaughnton,16.47,UNKOWN,5.3,50.87,1,Card,Economy,One-Way,2021-02-22,2021,February,Monday,22
898,Business,Travisfort,Travisfort,27.07,Meal/Entertain,4.8,20.69,2,Card,Premium,Round-Trip,2022-02-25,2022,February,Friday,25
899,Personal,Kimberlyville,Kimberlyville,68.3,UNKOWN,4.4,29.31,1,Cash,Economy,Round-Trip,2023-01-30,2023,January,Monday,30
900,Personal,Lake Melissatown,Lake Melissatown,18.69,UNKOWN,4.8,24.32,3,Card,Premium,Round-Trip,2024-12-19,2024,December,Thursday,19
901,Personal,South Heatherland,Swansonmouth,11.07,Commute,4.3,18.64,1,Cash,Premium,One-Way,2023-05-19,2023,May,Friday,19
902,Personal,East Clifford,East Clifford,15.29,Commute,5.1,16.45,4,Card,Premium,Round-Trip,2021-06-30,2021,June,Wednesday,30
903,Business,Jamesshire,Jamesshire,27.78,Commute,4.7,29.94,2,Uber Credit,Premium,Round-Trip,2023-02-10,2023,February,Friday,10
904,Personal,Kathrynport,East Amanda,16.91,Customer Visit,4.4,2.24,2,Card,Economy,One-Way,2021-07-11,2021,July,Sunday,11
906,Business,North Bethburgh,North Marthaberg,1.4,Meal/Entertain,3.7,18.76,2,Uber Credit,SUV,One-Way,2023-09-21,2023,September,Thursday,21
907,Business,Brownfort,UNKOWN,22.46,Customer Visit,3.9,8.05,4,Card,Economy,Unknown,2021-06-28,2021,June,Monday,28
908,Personal,New Dennis,New Dennis,21.45,Meeting,3.9,18.25,1,Uber Credit,Economy,Round-Trip,2023-08-03,2023,August,Thursday,3
909,Personal,Morrisonhaven,Morrisonhaven,36.63,Meal/Entertain,4.6,43.86,3,Card,SUV,Round-Trip,2024-10-19,2024,October,Saturday,19
910,Business,Danashire,Port Brittneyside,11.92,Meal/Entertain,5.4,16.97,4,Uber Credit,SUV,One-Way,2022-03-07,2022,March,Monday,7
912,Business,Petersonside,Petersonside,17.49,Customer Visit,4.8,14.04,2,Uber Credit,Economy,Round-Trip,2021-08-01,2021,August,Sunday,1
913,Business,West William,West William,30.77,Commute,4.8,36.37,4,Cash,SUV,Round-Trip,2022-08-23,2022,August,Tuesday,23
914,Personal,Port Amyfort,Port Amyfort,14.05,Meal/Entertain,3.6,35.28,1,Card,Premium,Round-Trip,2020-05-02,2020,May,Saturday,2
915,Business,West Kimberly,West Kimberly,17.79,Meeting,4.2,52.73,1,Card,SUV,Round-Trip,2024-11-16,2024,November,Saturday,16
916,Business,Casehaven,Princeshire,21.08,Commute,4.1,22.37,3,Card,Premium,One-Way,2024-01-03,2024,January,Wednesday,3
917,Business,Rayland,Rayland,16.87,Customer Visit,4.2,35.03,2,Uber Credit,SUV,Round-Trip,2022-11-22,2022,November,Tuesday,22
919,Personal,Jamesland,Jamesland,16.94,Commute,4.3,44.44,1,Uber Credit,SUV,Round-Trip,2023-04-30,2023,April,Sunday,30
920,Business,Garciaburgh,Roberthaven,25.74,Commute,3.5,14.22,3,Uber Credit,Economy,One-Way,2022-08-23,2022,August,Tuesday,23
921,Personal,Lake Jenniferport,Lake Jenniferport,4.73,Errand/Supplies,4.9,36.18,2,Card,Premium,Round-Trip,2021-05-25,2021,May,Tuesday,25
922,Business,New Mary,West Rebeccaland,16.33,Meeting,4.0,22.08,2,Uber Credit,SUV,One-Way,2020-02-09,2020,February,Sunday,9
923,Business,Racheltown,South Carlos,8.0,Commute,4.6,24.04,3,Uber Credit,Premium,One-Way,2021-03-19,2021,March,Friday,19
924,Personal,East Shannon,Jameshaven,26.95,Customer Visit,5.5,26.38,3,Cash,SUV,One-Way,2023-04-25,2023,April,Tuesday,25
925,Personal,Port Melanie,Port Melanie,-0.23,Errand/Supplies,4.0,28.78,1,Uber Credit,SUV,Round-Trip,2023-09-25,2023,September,Monday,25
926,Personal,West Briannabury,West Briannabury,9.41,Commute,3.2,23.26,4,Cash,Premium,Round-Trip,2023-02-07,2023,February,Tuesday,7
927,Business,Tamaraville,Tamaraville,18.77,Commute,4.4,28.22,2,Card,SUV,Round-Trip,2021-01-27,2021,January,Wednesday,27
928,Business,Lake Ashley,Lake Ashley,30.66,Customer Visit,5.1,48.67,4,Cash,Economy,Round-Trip,2020-05-14,2020,May,Thursday,14
929,Business,North Ashleyborough,Averyberg,14.34,UNKOWN,5.5,39.78,2,Cash,Premium,One-Way,2022-11-19,2022,November,Saturday,19
930,Personal,Frenchbury,Frenchbury,9.45,Errand/Supplies,3.9,38.04,2,Card,Premium,Round-Trip,2023-01-16,2023,January,Monday,16
931,Personal,Colinbury,Colinbury,33.81,Meeting,4.7,18.17,4,Cash,Economy,Round-Trip,2024-03-02,2024,March,Saturday,2
932,Business,Hannahmouth,Hannahmouth,0.52,Commute,4.3,11.66,3,Cash,Premium,Round-Trip,2023-05-02,2023,May,Tuesday,2
933,Personal,Lake Elizabeth,Lake Elizabeth,-6.99,UNKOWN,4.4,39.33,1,Card,SUV,Round-Trip,2022-09-26,2022,September,Monday,26
934,Personal,Lake Courtneyside,Lake Courtneyside,19.4,Errand/Supplies,5.8,38.14,2,Uber Credit,Economy,Round-Trip,2022-11-21,2022,November,Monday,21
935,Personal,New Danny,New Danny,9.98,Meeting,3.7,47.09,3,Cash,SUV,Round-Trip,2022-01-06,2022,January,Thursday,6
936,Personal,Samuelmouth,Charlesbury,4.79,Customer Visit,4.6,15.94,2,Uber Credit,SUV,One-Way,2020-03-13,2020,March,Friday,13
937,Business,Lake Robert,UNKOWN,22.08,Meal/Entertain,4.7,21.56,1,Card,SUV,Unknown,2021-06-24,2021,June,Thursday,24
938,Personal,Lake Brianview,Lake Brianview,17.44,Customer Visit,5.0,4.1,2,Card,SUV,Round-Trip,2022-08-11,2022,August,Thursday,11
940,Business,Kimberlyland,UNKOWN,2.2,Customer Visit,4.7,39.95,1,Cash,SUV,Unknown,2021-05-27,2021,May,Thursday,27
941,Business,Port Cathy,Port Cathy,23.72,Errand/Supplies,4.3,18.0,2,Uber Credit,Economy,Round-Trip,2021-01-20,2021,January,Wednesday,20
942,Personal,South Katherine,South Katherine,21.5,Customer Visit,4.6,346.1,2,Card,Economy,Round-Trip,2025-03-01,2025,March,Saturday,1
943,Personal,Jefferyton,Jonesfurt,14.01,Commute,4.3,22.14,1,Card,Premium,One-Way,2024-12-15,2024,December,Sunday,15
944,Business,Lowemouth,Lowemouth,33.47,Commute,4.8,29.86,3,Cash,Economy,Round-Trip,2021-03-19,2021,March,Friday,19
945,Personal,Oneillmouth,Jaclynfurt,4.3,Customer Visit,4.3,7.78,4,Card,Economy,One-Way,2023-11-20,2023,November,Monday,20
946,Business,Josephtown,South Luis,-0.26,Meeting,4.7,26.28,1,Uber Credit,Economy,One-Way,2021-12-08,2021,December,Wednesday,8
947,Personal,Lisaside,East Douglaston,8.08,Errand/Supplies,4.5,19.87,2,Uber Credit,Economy,One-Way,2023-11-12,2023,November,Sunday,12
948,Business,New Brent,South John,14.54,Commute,5.1,22.2,2,Uber Credit,Economy,One-Way,2022-07-03,2022,July,Sunday,3
949,Personal,North Matthew,North Matthew,17.43,Errand/Supplies,4.5,0.54,3,Uber Credit,Economy,Round-Trip,2022-08-28,2022,August,Sunday,28
950,Personal,West Kimberlyberg,West Kimberlyberg,12.59,Commute,3.6,43.09,4,Cash,Premium,Round-Trip,2024-03-27,2024,March,Wednesday,27
951,Personal,North Cheyenneton,Hintonberg,18.52,Meal/Entertain,5.1,36.66,1,Uber Credit,Economy,One-Way,2022-01-15,2022,January,Saturday,15
952,Personal,Barbermouth,Barbermouth,2.48,Customer Visit,4.0,32.0,1,Cash,SUV,Round-Trip,2021-05-29,2021,May,Saturday,29
953,Personal,Sarahview,Marshallland,29.44,Commute,4.2,47.82,4,Card,Premium,One-Way,2022-12-31,2022,December,Saturday,31
954,Business,Garciaborough,Garciaborough,14.18,Customer Visit,4.2,10.77,1,Card,Economy,Round-Trip,2022-03-12,2022,March,Saturday,12
955,Business,Marshallland,Marshallland,26.17,Meal/Entertain,5.2,51.21,4,Cash,SUV,Round-Trip,2024-07-15,2024,July,Monday,15
958,Personal,Lake Randallmouth,Lake Randallmouth,20.7,Commute,5.0,42.03,1,Card,Premium,Round-Trip,2020-09-10,2020,September,Thursday,10
959,Business,Maloneshire,Maloneshire,19.48,Meal/Entertain,4.6,8.41,4,Uber Credit,Premium,Round-Trip,2021-06-19,2021,June,Saturday,19
960,Business,Carmenberg,Carmenberg,21.43,Commute,4.5,12.63,3,Cash,SUV,Round-Trip,2024-09-14,2024,September,Saturday,14
961,Personal,Port Jennifershire,Port Jennifershire,28.29,Meal/Entertain,4.6,15.87,2,Card,Economy,Round-Trip,2024-11-08,2024,November,Friday,8
963,Personal,New Tammychester,New Tammychester,22.09,Commute,4.8,9.15,4,Card,Premium,Round-Trip,2022-04-16,2022,April,Saturday,16
964,Business,Suzannebury,Suzannebury,14.1,UNKOWN,4.8,43.35,1,Cash,SUV,Round-Trip,2023-10-23,2023,October,Monday,23
965,Business,Kingville,Kingville,29.4,Errand/Supplies,4.5,21.12,3,Cash,Premium,Round-Trip,2021-12-23,2021,December,Thursday,23
966,Business,Maloneshire,Maloneshire,8.24,Errand/Supplies,4.4,30.29,2,Card,SUV,Round-Trip,2021-02-08,2021,February,Monday,8
967,Business,Codyburgh,Codyburgh,33.01,Meal/Entertain,4.4,16.44,2,Uber Credit,Premium,Round-Trip,2024-12-20,2024,December,Friday,20
968,Personal,Marshallland,North Lori,14.6,Commute,4.4,2.31,1,Uber Credit,Premium,One-Way,2024-07-27,2024,July,Saturday,27
969,Personal,Lake Emma,Lake Emma,0.69,Meal/Entertain,5.1,29.05,1,Uber Credit,SUV,Round-Trip,2022-01-19,2022,January,Wednesday,19
970,Business,North Davidton,North Davidton,16.28,Errand/Supplies,4.8,3.68,3,Card,Premium,Round-Trip,2021-05-22,2021,May,Saturday,22
972,Business,Mirandaland,Mirandaland,23.41,Meal/Entertain,4.8,4.48,1,Uber Credit,SUV,Round-Trip,2020-07-12,2020,July,Sunday,12
973,Business,Ruizmouth,Ruizmouth,8.47,Errand/Supplies,4.6,54.81,4,Card,SUV,Round-Trip,2024-09-15,2024,September,Sunday,15
974,Personal,North Kathy,North Kathy,10.54,Customer Visit,4.5,38.67,3,Card,SUV,Round-Trip,2023-10-01,2023,October,Sunday,1
975,Personal,Ryanmouth,Ryanmouth,-3.9,Meal/Entertain,4.3,26.59,4,Uber Credit,SUV,Round-Trip,2022-05-12,2022,May,Thursday,12
976,Personal,Zacharybury,Zacharybury,10.48,Customer Visit,5.1,43.96,2,Card,Premium,Round-Trip,2022-09-13,2022,September,Tuesday,13
977,Personal,Jamestown,Jamestown,-9.24,Meal/Entertain,5.0,12.31,4,Card,Economy,Round-Trip,2021-12-25,2021,December,Saturday,25
978,Business,Port Rayview,Port Rayview,-0.84,Commute,4.1,33.15,3,Cash,Premium,Round-Trip,2020-04-06,2020,April,Monday,6
979,Personal,Hillmouth,Hillmouth,22.6,Meal/Entertain,4.7,28.0,3,Cash,Economy,Round-Trip,2023-12-11,2023,December,Monday,11
980,Business,Warnershire,Warnershire,22.86,Meal/Entertain,4.0,28.96,3,Uber Credit,Economy,Round-Trip,2022-11-09,2022,November,Wednesday,9
981,Personal,South Thomas,South Thomas,19.25,Meeting,3.8,44.09,4,Cash,SUV,Round-Trip,2021-06-22,2021,June,Tuesday,22
982,Personal,East Jacob,East Jacob,5.33,Commute,4.2,35.99,2,Cash,SUV,Round-Trip,2023-06-09,2023,June,Friday,9
983,Personal,Mackenzieside,Fitzgeraldborough,145.2,Commute,4.9,293.29999999999995,1,Card,SUV,One-Way,2021-11-03,2021,November,Wednesday,3
984,Business,Port James,Port James,14.96,Customer Visit,5.0,0.18,2,Cash,Economy,Round-Trip,2023-07-08,2023,July,Saturday,8
